ONS code,Area,01/11/2004,10/10/2005,09/10/2006,08/10/2007,06/10/2008,05/10/2009,04/10/2010,03/10/2011,01/10/2012,07/10/2013,06/10/2014,05/10/2015,03/10/2016,02/10/2017,01/10/2018,07/10/2019,05/10/2020,04/10/2021,03/10/2022,02/10/2023,07/10/2024
E08000032,Bradford,"3,730","3,871","4,277","6,410","7,068","7,302","5,757","5,358","4,766","3,953","3,942","4,154","3,944","3,931","4,090","4,040","4,091","3,526","3,416","3,323","3,284"
E08000033,Calderdale,"2,109","2,450","2,311","2,608","2,986","2,573","2,352","2,019","1,774","1,846","1,600","1,654","1,439","1,651","1,521","1,590","1,774","1,597","1,413","1,579","1,587"
E07000163,Craven,286,232,244,276,353,245,186,192,204,162,295,321,333,315,430,283,270,229,398,[x],[x]
E08000017,Doncaster,"2,321","2,493","2,490","2,444","2,341","2,153","2,009","2,007","2,238","1,734","1,659","1,601","1,614","1,628","1,683","1,842","2,022","1,539","1,751","1,947","2,030"
E06000011,East Riding of Yorkshire,"1,526","1,771","1,845","1,897","2,350","2,322","2,091","1,952","2,030","1,686","1,528","1,461","1,406","1,537","1,585","1,289","1,667","1,387","1,417","1,604","1,688"
E07000164,Hambleton,318,379,435,465,525,470,428,451,444,383,423,393,361,468,457,481,502,413,433,[x],[x]
E07000165,Harrogate,896,882,827,849,"1,034",860,933,860,840,768,709,811,806,698,742,838,978,753,808,[x],[x]
E06000010,"Kingston upon Hull, City of","2,697","2,347","2,527","2,261","2,304","2,430","2,154","2,011","1,742","1,517","1,804","1,764","1,565","1,504","1,642","1,857","2,276","1,778","1,919","1,796","1,963"
E08000034,Kirklees,"3,341","2,987","3,180","3,625","4,088","4,003","3,696","3,606","3,353","2,676","2,507","2,217","1,932","2,113","2,144","2,647","2,426","2,247","2,208","1,727","2,334"
E08000035,Leeds,"6,445","4,542","4,070","4,525","4,712","4,724","4,370","4,115","3,676","3,292","2,915","2,679","2,574","2,709","2,788","2,734","3,254","2,693","2,412","3,146","3,450"
E06000012,North East Lincolnshire,"1,276","1,063",935,"1,024","1,091",943,"1,001",954,961,739,991,"1,052","1,385","1,318","1,478","1,511","1,636","1,348","1,493","1,414","1,355"
E06000013,North Lincolnshire,832,879,924,843,770,874,735,753,771,670,799,790,875,906,937,910,"1,088",995,"1,121","1,198","1,020"
E06000065,North Yorkshire,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,257","3,755"
E07000166,Richmondshire,209,268,291,352,367,335,314,307,361,282,273,325,316,383,426,341,368,204,137,[x],[x]
E08000018,Rotherham,"1,333","1,337","1,524","1,495","1,698","1,645","1,517","1,362","1,375","1,059","1,141","1,132","1,118","1,140","1,101","1,216","1,353","1,108","1,081","1,179",963
E07000167,Ryedale,198,218,275,330,409,433,407,348,329,252,249,233,218,201,201,297,408,340,331,[x],[x]
E07000168,Scarborough,626,692,784,838,923,923,"1,019",868,775,585,619,733,775,772,841,716,690,541,650,[x],[x]
E07000169,Selby,428,561,485,553,534,476,445,453,506,283,268,308,387,408,389,381,433,352,387,[x],[x]
E08000019,Sheffield,"3,559","3,678","3,878","3,557","3,629","3,229","3,345","3,328","2,719","2,409","2,186","2,095","1,995","2,204","2,433","2,482","2,862","2,838","2,702","2,644","2,453"
E08000036,Wakefield,"2,210","2,529","2,432","2,952","3,319","3,119","2,872","2,242","2,089","1,875","1,402","1,588","1,666","1,526","1,494","1,652","1,906","1,469","1,522","1,543","1,593"
E06000014,York,646,678,763,547,545,402,383,180,169,154,194,127,85,359,527,652,904,645,762,979,"1,004"
E12000004,East Midlands,"26,219","27,925","27,726","27,542","28,910","27,972","26,427","25,411","24,143","20,069","19,490","19,495","19,044","18,553","19,664","20,324","24,807","20,431","21,842","23,425","24,398"
E07000032,Amber Valley,"1,068","1,091","1,070","1,060","1,185",693,727,780,644,724,706,676,684,764,800,861,873,774,778,833,923
E07000170,Ashfield,815,959,945,868,833,904,910,841,773,699,582,568,586,543,526,567,566,414,428,459,531
E07000171,Bassetlaw,"1,029",792,851,792,897,907,775,816,786,662,569,537,528,420,573,552,714,603,683,882,757
E07000129,Blaby,277,345,327,217,335,332,304,291,229,284,379,373,436,430,258,252,355,383,243,354,304
E07000033,Bolsover,753,771,770,664,787,834,939,919,915,647,631,644,633,609,646,654,797,637,637,716,837
E07000136,Boston,282,83,34,391,431,441,450,393,354,255,192,195,224,251,234,266,353,286,313,284,329
E07000172,Broxtowe,450,535,559,513,430,457,476,455,425,469,484,496,439,452,479,499,598,500,530,495,466
E07000130,Charnwood,937,"1,090",579,595,688,737,747,738,641,561,587,646,608,465,500,507,683,620,642,759,861
E07000034,Chesterfield,631,553,503,575,634,706,600,513,496,547,548,505,499,527,518,523,655,493,531,676,735
E07000150,Corby,469,435,488,253,282,265,216,163,176,78,17,6,9,9,12,0,0,[x],[x],[x],[x]
E07000151,Daventry,271,286,206,244,258,228,231,221,202,215,153,109,80,90,87,121,173,[x],[x],[x],[x]
E06000015,Derby,"2,036","2,093","2,227","1,964","1,849","1,743","1,767","1,456","1,286",999,"1,069","1,008","1,007","1,126","1,135","1,085","1,340","1,168","1,224","1,304","1,424"
E07000035,Derbyshire Dales,429,520,570,562,604,581,608,639,587,587,593,638,643,565,475,512,570,434,478,501,603
E07000137,East Lindsey,929,"1,067","1,130","1,062","1,271","1,268","1,259","1,271","1,248",970,807,835,826,780,839,880,"1,080",787,845,987,"1,255"
E07000152,East Northamptonshire,668,665,585,683,691,734,441,426,357,314,389,389,414,441,502,466,408,[x],[x],[x],[x]
E07000036,Erewash,545,704,577,708,687,694,610,749,765,665,652,669,607,591,673,845,839,732,729,771,766
E07000173,Gedling,613,650,765,867,902,874,908,743,739,496,442,467,407,431,423,433,552,352,384,415,434
E07000131,Harborough,[x],279,244,292,396,432,424,471,514,369,365,302,314,302,317,379,528,377,383,396,422
E07000037,High Peak,446,451,536,581,510,513,598,550,557,546,515,580,517,415,454,558,617,443,462,560,642
E07000132,Hinckley and Bosworth,371,396,375,405,462,449,460,447,459,400,372,379,381,374,442,434,410,301,316,339,398
E07000153,Kettering,409,425,455,470,495,508,466,410,348,325,302,334,349,315,381,372,477,[x],[x],[x],[x]
E06000016,Leicester,"2,307","3,121","2,447","2,407","2,158","2,147","1,751","1,719","2,030","1,502","1,589","1,485","1,336","1,303","1,374","1,424","1,890","1,777","2,265","1,951","1,859"
E07000138,Lincoln,349,448,407,477,497,455,458,422,602,445,408,427,371,377,437,475,491,365,430,459,423
E07000174,Mansfield,893,851,842,817,885,836,756,868,859,659,632,685,610,673,666,692,829,684,517,623,541
E07000133,Melton,166,182,162,188,163,257,239,186,186,77,134,96,98,93,97,140,216,180,195,186,161
E07000175,Newark and Sherwood,896,629,932,890,983,985,919,843,820,679,682,694,647,642,645,660,830,831,740,837,769
E07000038,North East Derbyshire,438,514,579,534,447,439,460,480,493,516,492,441,416,411,488,450,612,512,540,626,578
E07000139,North Kesteven,538,494,462,520,570,554,515,553,519,421,381,372,383,432,441,396,436,327,409,431,511
E07000134,North West Leicestershire,346,369,855,487,463,458,498,485,378,367,310,331,404,409,438,353,483,281,346,362,427
E06000061,North Northamptonshire,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"1,129","1,357","1,562","1,542"
E07000154,Northampton,"1,262","1,205","1,148","1,064","1,431","1,159","1,031",909,658,574,542,515,553,602,569,624,883,[x],[x],[x],[x]
E06000018,Nottingham,"1,811","1,651","2,241","2,392","2,416","2,262","1,949","1,790","1,487","1,238","1,245","1,410","1,456","1,144","1,321","1,296","1,753","1,463","1,747","1,484","1,692"
E07000135,Oadby and Wigston,283,294,224,205,217,179,163,246,196,156,135,141,131,123,134,145,152,141,132,161,181
E07000176,Rushcliffe,467,515,490,598,629,536,491,512,437,311,282,369,337,361,388,368,462,400,440,498,492
E06000017,Rutland,108,210,175,182,168,178,177,171,168,169,157,179,183,127,183,181,248,138,173,209,239
E07000039,South Derbyshire,555,614,593,624,632,443,457,344,384,287,325,319,297,324,322,317,450,375,407,412,452
E07000140,South Holland,312,318,198,228,315,323,261,268,309,272,271,258,232,264,295,361,493,297,308,375,505
E07000141,South Kesteven,629,604,606,523,617,670,648,657,584,392,447,479,480,448,512,533,672,460,457,525,419
E07000155,South Northamptonshire,301,537,295,340,343,399,379,296,228,234,213,147,131,126,151,189,276,[x],[x],[x],[x]
E07000156,Wellingborough,347,332,346,388,348,426,432,378,373,265,300,246,271,278,336,339,371,[x],[x],[x],[x]
E07000142,West Lindsey,783,847,928,912,"1,001",966,927,992,931,693,591,545,517,516,593,615,672,542,576,612,692
E06000062,West Northamptonshire,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"1,225","1,197","1,381","1,228"
E12000005,West Midlands,"40,167","35,703","35,910","34,833","35,495","33,392","30,395","27,895","27,184","22,692","22,257","21,775","21,186","20,996","22,381","23,515","28,740","25,726","28,642","28,962","28,433"
E08000025,Birmingham,"13,668","7,818","8,015","7,438","7,745","7,425","6,607","5,274","5,131","3,665","3,830","3,886","4,397","4,280","4,283","4,575","5,386","5,496","6,572","6,399","5,406"
E07000182,Bridgnorth,224,242,251,258,344,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
E07000234,Bromsgrove,379,390,363,382,338,369,357,329,318,299,327,363,206,260,338,297,421,452,387,324,369
E07000192,Cannock Chase,343,383,431,483,564,529,654,383,329,292,290,285,307,324,343,360,386,298,338,381,370
E08000026,Coventry,"2,287","2,042","2,053","2,375","1,886","1,914","1,565","1,495","1,455","1,445","1,273","1,080","1,150","1,364","1,336","1,451","1,661","1,729","1,728","1,479","1,608"
E08000027,Dudley,"1,361","1,291","1,625","1,640","1,559","1,492","1,528","1,381","1,451","1,236","1,349","1,204","1,005","1,076","1,038","1,011","1,071",862,832,"1,159","1,182"
E07000193,East Staffordshire,707,736,488,521,685,711,640,700,691,421,489,584,440,436,465,519,630,506,554,640,638
E06000019,"Herefordshire, County of",694,795,752,694,916,845,866,831,829,755,603,419,324,250,261,273,230,307,895,"1,041",872
E07000194,Lichfield,475,509,554,525,528,513,495,514,476,382,324,262,296,326,312,365,488,430,486,493,448
E07000235,Malvern Hills,296,280,319,356,453,546,486,456,504,345,360,415,381,391,361,479,533,405,452,452,626
E07000195,Newcastle-under-Lyme,875,"1,008","1,115","1,049","1,238",833,778,655,679,749,706,559,411,401,206,304,461,532,493,482,614
E07000183,North Shropshire,362,391,408,438,513,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
E07000218,North Warwickshire,383,419,473,184,227,427,421,445,347,276,270,249,238,250,250,355,404,358,328,268,377
E07000219,Nuneaton and Bedworth,475,665,664,692,696,642,661,662,623,527,584,579,516,614,723,730,815,"1,033",660,701,778
E07000184,Oswestry,306,260,201,178,215,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
E07000236,Redditch,319,319,368,363,334,252,261,268,228,175,216,257,127,172,163,173,299,337,296,255,283
E07000220,Rugby,374,424,445,366,523,431,396,371,363,318,332,328,332,371,435,626,892,706,647,763,943
E08000028,Sandwell,"2,797","2,705","2,560","2,266","2,467","2,202","2,284","2,252","2,145","1,707","1,316","1,163","1,171",802,"1,073","1,162","1,542","1,435","1,856","1,442","1,312"
E07000185,Shrewsbury and Atcham,352,251,257,317,356,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
E06000051,Shropshire,[x],[x],[x],[x],[x],"1,940","1,651","1,831","1,709","1,741","1,561","1,526","1,535","1,555","1,654","1,571","1,733","1,444","1,581","1,765","1,609"
E08000029,Solihull,"1,276","1,187","1,162","1,085","1,110",382,243,192,166,222,149,114,148,126,158,265,321,355,515,557,504
E07000186,South Shropshire,315,348,387,466,479,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
E07000196,South Staffordshire,404,335,323,376,412,436,478,450,443,263,288,353,343,311,345,353,432,349,398,337,377
E07000197,Stafford,751,881,908,775,783,801,780,714,674,500,538,589,661,653,670,712,691,582,630,613,746
E07000198,Staffordshire Moorlands,326,816,721,804,909,923,856,825,842,673,621,684,621,547,699,637,701,512,566,640,712
E06000021,Stoke-on-Trent,"1,884","1,957","2,021","1,875","1,779","2,216","1,558","1,570","1,570","1,483","1,371","1,421","1,342","1,518","1,865","1,670","2,689","1,892","2,010","1,898","1,644"
E07000221,Stratford-on-Avon,997,"1,221","1,190",782,912,789,792,676,548,500,491,612,731,612,801,900,"1,178",872,917,996,"1,090"
E07000199,Tamworth,182,219,221,250,282,275,256,291,220,153,203,170,251,243,238,218,313,243,207,223,207
E06000020,Telford and Wrekin,499,391,341,417,351,423,507,530,682,395,463,467,456,360,390,341,576,427,431,589,616
E08000030,Walsall,"2,646","2,926","2,749","2,828","2,530","1,456","1,370","1,427","1,367","1,105","1,168","1,148",959,817,795,834,"1,041","1,012","1,219",966,994
E07000222,Warwick,653,713,669,695,738,659,571,445,501,571,512,497,522,538,645,756,885,753,870,922,747
E08000031,Wolverhampton,"2,367","2,403","2,524","2,446","1,924","1,963","1,811","1,506","1,494","1,487","1,493","1,518","1,232","1,313","1,401","1,389","1,579","1,327","1,488","1,553","1,485"
E07000237,Worcester,303,348,321,400,458,579,382,428,476,355,342,371,426,404,391,404,490,393,503,573,653
E07000238,Wychavon,389,484,432,469,551,704,533,490,482,346,384,403,391,436,512,569,674,521,561,762,886
E07000239,Wyre Forest,498,546,599,640,690,715,608,504,441,306,404,269,267,246,230,216,218,158,222,289,337
E12000006,East of England,"25,020","25,175","25,039","24,704","26,255","26,178","25,597","24,172","23,268","18,917","17,202","16,471","16,639","17,983","19,950","20,972","26,275","22,069","23,991","25,967","28,103"
E07000200,Babergh,343,325,395,421,414,387,377,343,370,308,299,316,294,294,306,273,347,284,281,307,349
E07000066,Basildon,482,582,545,452,462,581,579,471,564,470,339,315,374,414,390,363,494,486,596,642,590
E06000055,Bedford,[x],[x],[x],[x],[x],725,567,496,628,476,480,442,337,431,613,488,802,676,726,782,867
E07000002,Bedford,"1,048",943,560,603,703,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
E07000067,Braintree,700,757,768,841,755,805,827,747,622,535,601,603,592,581,647,707,568,614,785,846,"1,235"
E07000143,Breckland,599,640,614,626,720,595,627,610,707,491,480,441,461,467,419,481,609,384,551,591,649
E07000068,Brentwood,248,270,295,257,275,255,238,241,185,119,119,113,275,359,271,273,395,355,483,610,525
E07000144,Broadland,361,422,380,442,532,439,452,421,401,348,317,295,322,265,222,347,380,254,265,337,538
E07000095,Broxbourne,453,298,189,157,108,110,166,183,179,92,129,132,176,170,205,265,251,226,184,242,270
E07000008,Cambridge,681,566,495,463,507,527,364,366,358,279,268,245,190,487,410,271,327,310,435,131,273
E07000069,Castle Point,252,258,305,323,311,321,327,364,358,291,258,225,216,230,290,332,356,326,320,383,461
E06000056,Central Bedfordshire,[x],[x],[x],[x],[x],"1,283","1,237","1,302","1,221",769,707,677,686,862,"1,092","1,252","1,483","1,045","1,123","1,289","1,405"
E07000070,Chelmsford,452,480,530,507,629,550,517,420,444,276,412,356,377,435,480,510,639,479,501,555,589
E07000071,Colchester,653,655,543,612,742,636,569,591,506,627,518,487,494,554,648,578,746,585,620,623,616
E07000096,Dacorum,771,890,807,795,735,669,568,684,495,349,296,270,318,390,522,480,571,572,659,502,492
E07000009,East Cambridgeshire,440,255,338,303,410,409,328,346,348,262,244,246,244,242,315,305,487,391,467,532,525
E07000242,East Hertfordshire,658,617,566,507,582,523,587,498,485,463,377,395,382,301,361,410,441,411,453,461,514
E07000244,East Suffolk,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"1,126","1,401",932,"1,176","1,199","1,215"
E07000072,Epping Forest,821,934,753,558,611,607,680,708,647,451,431,374,429,426,374,300,612,472,558,593,678
E07000010,Fenland,617,494,469,470,582,572,517,472,463,390,407,402,359,356,385,413,563,446,410,408,459
E07000201,Forest Heath,247,259,268,312,331,393,384,398,374,287,293,293,264,249,300,[x],[x],[x],[x],[x],[x]
E07000145,Great Yarmouth,350,500,540,475,496,600,556,565,521,478,512,536,503,534,585,586,712,574,611,598,588
E07000073,Harlow,163,180,163,141,138,98,123,189,218,144,125,109,120,225,322,359,479,432,424,292,470
E07000098,Hertsmere,408,424,412,386,346,333,313,272,271,262,202,268,297,401,503,528,511,653,772,541,558
E07000011,Huntingdonshire,491,612,530,546,565,561,588,641,530,607,307,427,232,261,346,577,735,553,542,531,639
E07000202,Ipswich,462,619,740,780,941,844,757,635,592,461,421,482,388,362,368,344,574,495,414,356,398
E07000146,King's Lynn and West Norfolk,920,"1,033","1,055",971,997,"1,021","1,051","1,115","1,181",817,699,783,824,851,825,966,979,949,"1,124","1,264","1,318"
E06000032,Luton,764,848,849,838,699,899,815,876,703,636,434,385,514,438,598,624,720,697,"1,006","1,563","1,409"
E07000074,Maldon,210,298,311,328,338,252,235,231,202,177,247,196,207,213,194,282,326,238,248,303,290
E07000001,Mid Bedfordshire,642,547,654,704,758,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
E07000203,Mid Suffolk,327,366,412,400,433,409,442,387,470,382,330,298,292,247,283,252,435,327,323,377,363
E07000099,North Hertfordshire,373,422,426,430,440,495,483,456,458,422,301,299,343,368,398,349,400,798,466,440,485
E07000147,North Norfolk,415,533,572,800,897,973,828,786,886,561,456,500,504,603,482,572,554,477,483,522,587
E07000148,Norwich,720,624,467,545,563,584,517,467,332,366,405,306,295,335,462,560,779,622,665,630,617
E06000031,Peterborough,571,599,683,610,766,854,829,695,550,581,629,592,588,587,537,564,909,611,702,679,947
E07000075,Rochford,338,366,430,432,437,452,395,338,271,257,174,189,181,223,266,277,313,370,293,349,326
E07000003,South Bedfordshire,628,455,417,421,518,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
E07000012,South Cambridgeshire,968,613,650,665,714,602,561,543,559,576,545,546,522,512,648,699,808,612,702,845,910
E07000149,South Norfolk,424,432,421,413,543,504,501,438,431,360,337,310,279,285,356,285,310,319,502,607,695
E06000033,Southend-on-Sea,877,950,"1,069",903,845,829,927,"1,012",809,634,824,593,701,615,596,630,724,643,658,633,622
E07000240,St Albans,382,400,378,407,451,373,410,417,409,249,195,172,247,286,402,543,558,392,432,358,455
E07000204,St Edmundsbury,436,136,171,233,278,227,234,244,249,278,278,298,265,279,311,[x],[x],[x],[x],[x],[x]
E07000243,Stevenage,166,239,180,227,234,237,284,231,234,179,134,118,90,171,156,219,245,217,245,263,252
E07000205,Suffolk Coastal,799,664,701,597,644,648,750,649,750,621,690,560,576,519,590,[x],[x],[x],[x],[x],[x]
E07000076,Tendring,834,989,"1,225","1,256","1,196",961,950,859,900,703,626,527,479,498,627,652,"1,206",789,707,866,919
E07000102,Three Rivers,192,221,249,240,289,254,255,175,121,231,113,113,213,274,260,237,292,289,248,229,239
E06000034,Thurrock,319,696,747,679,657,683,664,618,638,350,192,214,131,129,152,166,261,260,342,687,620
E07000077,Uttlesford,413,461,301,338,329,370,340,355,295,221,246,168,161,220,278,209,224,215,253,376,414
E07000103,Watford,555,518,539,468,446,412,622,157,232,252,97,133,212,302,362,411,413,340,254,422,423
E07000206,Waveney,761,785,927,822,888,"1,034","1,045",983,883,624,525,535,488,470,540,[x],[x],[x],[x],[x],[x]
E07000241,Welwyn Hatfield,286,0,0,0,0,282,211,177,218,205,183,187,197,262,253,285,503,339,283,427,525
E07000245,West Suffolk,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],622,833,610,699,776,784
E12000007,London,"42,600","40,081","40,142","36,534","36,247","36,645","34,422","29,297","23,870","21,852","20,795","20,915","19,845","20,237","22,481","24,677","30,548","32,818","34,327","36,210","38,386"
E09000002,Barking and Dagenham,434,513,893,"1,181",750,627,557,468,295,242,259,202,110,115,106,206,224,222,368,383,391
E09000003,Barnet,"1,654","1,805","1,604","1,576","1,704","1,719","1,525","1,390","1,095","1,136","1,129","1,249","1,100","1,048","1,065","1,113","1,378","1,519","1,891","1,905","2,094"
E09000004,Bexley,898,932,823,911,756,755,670,779,473,527,334,395,387,475,488,645,505,507,572,655,701
E09000005,Brent,"1,294","1,231","1,214","1,162",830,733,595,629,610,567,540,405,453,354,405,336,"1,029","1,414","1,114","1,053",937
E09000006,Bromley,"1,506","1,437","1,253","1,138","1,047","1,002",922,840,728,709,668,696,591,575,482,554,828,971,"1,202","1,068","1,193"
E09000007,Camden,"1,503","1,338","1,056","1,079","1,125","1,207","1,163","1,053",964,"1,286","1,146","1,138","1,114","1,142","1,210","1,241","1,445",993,"1,355","1,541","1,652"
E09000001,City of London,119,86,55,54,47,24,23,45,33,47,48,44,48,158,244,273,276,209,295,261,145
E09000008,Croydon,"2,978","2,049","2,721","1,822","1,640","1,635","1,476","1,321","1,362",294,741,"1,022","1,216","1,264","1,521","1,340","1,546","1,648","1,606","1,639","1,606"
E09000009,Ealing,"1,215","1,179","1,091","1,131","1,144","1,194",938,656,375,342,153,667,695,801,850,516,430,506,553,460,529
E09000010,Enfield,"2,848","2,661","3,028","1,551",905,894,"1,015","1,057",764,847,"1,041",817,"1,085",917,"1,026",992,984,967,912,"1,089","1,563"
E09000011,Greenwich,"1,314","1,362","1,510","1,406","1,466","1,349","1,341","1,620",770,523,625,504,463,600,830,996,716,912,962,"1,123","1,203"
E09000012,Hackney,"2,269","2,639","2,441","2,477","2,467","2,747","2,111","2,023","1,149","1,032","1,073","1,037","1,046",925,933,"1,154","1,392","1,742","1,194",977,"1,184"
E09000013,Hammersmith and Fulham,"1,435","1,060",854,793,982,818,871,757,747,268,445,267,381,329,278,296,380,359,532,778,665
E09000014,Haringey,"1,094",692,535,581,637,771,742,649,828,542,579,852,732,654,732,996,"1,355","1,429","1,468","1,468","1,574"
E09000015,Harrow,405,352,370,289,286,304,251,210,166,356,81,97,651,673,299,708,816,562,61,827,"1,183"
E09000016,Havering,"1,076","1,064","1,145","1,221","1,202","1,269","1,123",996,948,816,558,499,429,494,630,604,734,724,657,805,856
E09000017,Hillingdon,782,846,804,746,704,756,809,574,465,556,469,463,401,490,563,551,823,518,388,396,392
E09000018,Hounslow,994,740,545,442,359,485,508,19,17,300,738,403,277,215,191,492,974,"1,283","1,384","1,420","1,448"
E09000019,Islington,"1,233","1,019","1,057","1,171","1,095","1,396","1,077",944,618,382,639,953,499,644,621,750,649,823,733,657,749
E09000020,Kensington and Chelsea,"1,255","1,224","1,140","1,306","1,527","1,330","1,104","1,107","1,215","1,521","1,250","1,289","1,399","1,230","1,115","1,179","1,306","1,539","1,564","1,720","1,787"
E09000021,Kingston upon Thames,"1,534",976,"1,059",991,930,"1,228","1,125",673,390,296,202,180,181,268,292,305,477,662,567,771,"1,944"
E09000022,Lambeth,"1,958","1,642","2,807","1,851","2,016","1,884","2,226","1,676","1,397","1,329","1,354","1,142",756,734,920,868,"1,136","1,563","1,820","1,886","2,024"
E09000023,Lewisham,0,0,0,503,762,801,942,940,742,737,594,725,812,939,"1,115",989,"1,421","1,410","1,226",893,765
E09000024,Merton,449,995,971,306,505,527,527,538,497,562,566,510,502,595,611,611,685,883,"1,187","1,263","1,167"
E09000025,Newham,"1,331","1,670","2,070","1,927","2,084","1,945","1,445","1,252",982,939,903,"1,318",593,709,894,"1,275","1,870","2,246","1,944","2,053","2,180"
E09000026,Redbridge,491,959,"1,275","1,379",885,985,813,693,549,487,284,267,274,462,457,594,657,706,879,850,869
E09000027,Richmond upon Thames,621,567,687,717,662,452,335,387,412,482,426,370,332,344,488,489,444,486,624,615,558
E09000028,Southwark,"2,192","1,094","1,192",922,"1,113","1,267","1,628","1,157",829,833,993,930,926,"1,128","1,766","1,469","2,358","2,705","2,422","2,920","2,348"
E09000029,Sutton,"1,230","1,279","1,238","1,103","1,307","1,174","1,006",817,837,764,647,551,566,470,686,756,833,865,970,"1,002",859
E09000030,Tower Hamlets,394,698,940,996,"1,176","1,371","1,623",939,806,598,602,666,656,548,634,984,"1,035",550,"1,510","1,491","1,474"
E09000031,Waltham Forest,945,895,832,963,914,837,775,670,604,536,435,419,477,513,552,733,"1,008","1,118","1,004",944,910
E09000032,Wandsworth,"3,039","3,044",953,894,737,704,657,549,532,493,437,263,220,132,173,156,269,262,191,165,194
E09000033,Westminster,"2,110","2,033","1,979","1,945","2,483","2,455","2,499","1,869","1,671","1,503",836,575,473,292,304,506,565,515,"1,172","1,132","1,242"
E12000008,South East,"35,459","36,022","34,278","34,226","35,991","35,029","33,998","32,532","30,668","25,751","23,956","23,600","23,935","25,378","27,743","29,562","35,818","31,070","31,869","34,081","35,869"
E07000223,Adur,115,150,140,172,185,140,133,99,98,97,102,98,118,155,181,183,207,200,244,316,329
E07000224,Arun,"1,096","1,112",473,578,779,712,638,636,638,592,506,449,375,301,346,393,543,464,437,446,506
E07000105,Ashford,416,559,498,567,617,533,484,504,449,307,250,247,240,283,322,426,543,681,386,328,697
E07000004,Aylesbury Vale,565,546,445,417,417,447,430,536,532,432,255,240,168,126,404,479,[x],[x],[x],[x],[x]
E07000084,Basingstoke and Deane,607,509,544,562,693,612,645,479,389,344,434,431,506,458,457,505,661,488,568,620,620
E06000036,Bracknell Forest,331,389,309,415,467,516,504,266,291,265,264,300,316,391,419,278,366,115,269,431,500
E06000043,Brighton and Hove,782,"1,095",894,927,890,908,933,"1,032",867,780,696,702,601,889,779,"1,086","1,413","1,354","1,596","1,695","1,922"
E06000060,Buckinghamshire,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"1,767","1,914","1,986","2,036","1,732"
E07000106,Canterbury,577,735,678,635,722,642,679,640,733,489,403,396,599,443,511,581,796,813,718,967,903
E07000177,Cherwell,433,482,506,524,619,641,602,706,578,353,276,295,272,329,344,279,503,418,429,425,456
E07000225,Chichester,409,483,459,505,661,635,697,623,609,377,324,192,253,252,272,244,142,128,194,181,216
